"amount","comment","cost","custom_fields","dates","discount","doer_email","doer_id","finance_account_id","finance_account_name","finance_account_symbol","finance_object_id","finance_object_name","finance_object_symbol","id","is_confirmed","is_internal","price","product_code","product_id","product_name","project_id","project_name","quote_id","role_id","role_name","sum","supplier_id","supplier_name","unit","vat","vat_code","vat_code_id","_weld_synced"
"1.000000","Bematrix Maintenance","600.0000",,"[]","0.000000","","0","0","","","86","Bespoke Feature","BE FEA","2923","1","0","820.960000","SCORO_1798","1798","Bespoke Features","135","Kisqali EBCSS","248","0","","820.96","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.997Z"
"1.000000","Kit Maintenance","400.0000",,"[]","0.000000","","0","0","","","86","Bespoke Feature","BE FEA","4380","1","1","500.000000","SCORO_1798","1798","Bespoke Features","135","Kisqali EBCSS","248","0","","500.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:51.015Z"
"1.000000","Additional Build Tools &amp; Materials","300.0000",,"[]","0.000000","","0","0","","","86","Bespoke Feature","BE FEA","2953","1","1","435.000000","SCORO_1798","1798","Bespoke Features","135","Kisqali EBCSS","248","0","","435.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:51.014Z"
"1.000000","","500.0000",,"[]","0.000000","","0","0","","","41","Utility Services","UTI SER","2935","1","0","525.000000","SCORO_1833","1833","Power","135","Kisqali EBCSS","248","0","","525.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.997Z"
"4.000000","2 x Crew Build &amp; De-rig","1600.0000",,"[]","0.000000","","0","0","","","48","Build and Derig Crew","BUI DER","2937","1","0","580.000000","SCORO_1843","1843","Build & Derig Crew","135","Kisqali EBCSS","248","0","","2320.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.997Z"
"3.000000","","1380.0000",,"[]","0.000000","","0","0","","","5","Onsite Management","ONS MGT","2917","1","1","697.840000","SCORO_1923","1923","Project Lead","135","Kisqali EBCSS","248","23","Project Lead","2093.52","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.995Z"
"0.500000","","230.0000",,"[]","0.000000","","0","0","","","5","Onsite Management","ONS MGT","2921","1","1","667.000000","SCORO_1923","1923","Project Lead","135","Kisqali EBCSS","248","23","Project Lead","333.50","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.996Z"
"1.000000","3x Mark on site days + PD","375.0000",,"[]","0.000000","","0","0","","","5","Onsite Management","ONS MGT","2959","1","0","1334.000000","SCORO_1923","1923","Project Lead","135","Kisqali EBCSS","248","0","","1334.00","1329","Mark Osmond","day","20.000","OUTPUT2","24","2025-04-17T12:07:51.005Z"
"2.000000","Content Creation","1700.0000",,"[]","0.000000","","0","0","","","16","Pre-Production","PRE PROD","3083","1","1","1232.500000","SCORO_2024","2024","Video","135","Kisqali EBCSS","248","0","","2465.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:51.095Z"
"2.000000","","700.0000",,"[]","0.000000","","0","0","","","31","AV Services","AV SER","4317","1","0","750.000000","SCORO_2024","2024","Video","135","Kisqali EBCSS","694","0","","1500.00","894","MVP Digital","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.394Z"
"1.000000","65&quot; TV","250.0000",,"[]","100.000000","","0","0","","","31","AV Services","AV SER","2927","1","1","0.000000","SCORO_2024","2024","Video","135","Kisqali EBCSS","248","0","","0.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.997Z"
"1.000000","Coffee Machine","500.0000",,"[]","0.000000","","0","0","","","71","Bespoke Build Elements","BE BUI","2951","1","0","0.000000","SCORO_2045","2045","Bespoke Build Elements","135","Kisqali EBCSS","248","0","","0.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:51.014Z"
"1.000000","Mark Hotel","300.0000",,"[]","0.000000","","0","0","","","57","UK Expenses","UK EX","4448","1","0","0.000000","SCORO_2100","2100","Hotel and Per Diems - UK","135","Kisqali EBCSS","248","0","","0.00","1329","Mark Osmond","day","20.000","OUTPUT2","24","2025-04-17T12:07:51.010Z"
"1.000000","","150.0000",,"[]","0.000000","","0","0","","","61","Method and Risk","RISK","2949","1","0","217.500000","SCORO_2110","2110","RAMS","135","Kisqali EBCSS","248","0","","217.50","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:51.013Z"
"1.000000","","1000.0000",,"[]","0.000000","","0","0","","","65","Contingency","CONT","2955","1","1","969.870000","SCORO_2126","2126","Contingency","135","Kisqali EBCSS","248","0","","969.87","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:51.094Z"
"1.000000","","431.2800",,"[]","0.000000","","0","0","","","7","Client Services","CLI SER","2919","1","1","729.300000","SCORO_2181","2181","Client Services Manager","135","Kisqali EBCSS","248","19","Client Services Manager","729.30","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.996Z"
"2.000000","","0.0000",,"[]","0.000000","","0","0","","","13","Design","DES","2914","1","0","703.750000","SCORO_2216","2216","Middleweight 3D Designer","135","Kisqali EBCSS","248","0","","1407.50","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.995Z"
"2.000000","","0.0000",,"[]","0.000000","","0","0","","","13","Design","DES","2912","1","0","691.920000","SCORO_2217","2217","Middleweight 2D Designer","135","Kisqali EBCSS","248","0","","1383.84","1458","Paul Melbert Design","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.995Z"
"16.000000","2 Days","320.0000",,"[]","0.000000","","0","0","","","22","Strategy","STRA","2960","1","0","29.000000","SCORO_2262","2262","Data and Analytics","135","Kisqali EBCSS","248","0","","464.00","0","","hour","20.000","OUTPUT2","24","2025-04-17T12:07:51.094Z"
"12.000000","Carpet","184.0000",,"[]","0.000000","","0","0","","","68","Flooring","FLOO","2924","1","0","19.933333","SCORO_2278","2278","Flooring","135","Kisqali EBCSS","248","0","","239.20","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.997Z"
"1.000000","Ali Edging","250.0000",,"[]","0.000000","","0","0","","","68","Flooring","FLOO","2925","1","1","362.500000","SCORO_2278","2278","Flooring","135","Kisqali EBCSS","248","0","","362.50","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.997Z"
"1.000000","Hire Allowance - Including Delivery &amp; Collection
2 x Sofa, 2 Coffee Table &amp; 2 Low Chairs","1357.6400",,"[]","0.000000","","0","0","","","73","Hire Furniture","HIR FUR","2933","1","0","1950.000000","SCORO_2298","2298","Hire Furniture","135","Kisqali EBCSS","248","0","","1950.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.997Z"
"1.000000","Counter Top","200.0000",,"[]","0.000000","","0","0","","","74","Bespoke Build Furniture","BE FUR","2931","1","0","290.000000","SCORO_2299","2299","Bespoke Build Furniture","135","Kisqali EBCSS","248","0","","290.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.997Z"
"1.000000","Literature Holder - CAPEX","0.0000",,"[]","0.000000","","0","0","","","29","Talent Management","TAL MGT","2952","1","0","0.000000","SCORO_2300","2300","Client Asset - Furniture","135","Kisqali EBCSS","248","0","","0.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:51.014Z"
"21.000000","","790.0000",,"[]","0.000000","","0","0","","","76","Large Format Graphics","LF GRA","2929","1","0","72.500000","SCORO_2301","2301","Large Format Graphics","135","Kisqali EBCSS","248","0","","1522.50","1316","Moss UK Group Limited (formaly Macro Art)","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.997Z"
"2.000000","Transport of Kit  - Edinburgh","2517.9000",,"[]","0.000000","","0","0","","","49","Set Logistics","SET LOG","2939","1","0","2900.000000","SCORO_2314","2314","Luton - Set","135","Kisqali EBCSS","248","0","","5800.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.998Z"
"1.000000","Delivery Allowance for Carpet","120.0000",,"[]","0.000000","","0","0","","","51","Transport Logistics","TRA LOG","2940","1","0","174.000000","SCORO_2321","2321","Small Van - Courier","135","Kisqali EBCSS","248","0","","174.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.999Z"
"1.000000","Pre &amp; Post","400.0000",,"[]","0.000000","","0","0","","","55","Warehouse Operations","WARE OPS","2942","1","0","580.000000","SCORO_2335","2335","Warehouse Operations","135","Kisqali EBCSS","248","0","","580.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:51.002Z"
"1.000000","Mountain","200.0000",,"[]","0.000000","","0","0","","","56","General Expenses","GEN EX","2946","1","0","290.000000","SCORO_2338","2338","Site Travel Allowance","135","Kisqali EBCSS","248","0","","290.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:51.009Z"
"1.000000","Mark Flight + Travel.","300.0000",,"[]","0.000000","","0","0","","","56","General Expenses","GEN EX","4447","1","0","0.000000","SCORO_2338","2338","Site Travel Allowance","135","Kisqali EBCSS","248","0","","0.00","1329","Mark Osmond","day","20.000","OUTPUT2","24","2025-04-17T12:07:51.011Z"
"6.000000","Mountain","210.0000",,"[]","0.000000","","0","0","","","57","UK Expenses","UK EX","2945","1","0","50.750328","SCORO_2341","2341","Per Diems - UK","135","Kisqali EBCSS","248","0","","304.50","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:51.007Z"
"6.000000","Mountain","900.0000",,"[]","0.000000","","0","0","","","57","UK Expenses","UK EX","2947","1","0","217.500000","SCORO_2342","2342","Hotel Night - UK","135","Kisqali EBCSS","248","0","","1305.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:51.009Z"
"1.000000","","230.0000",,"[]","0.000000","","0","0","","","11","Print","PRI","4316","1","0","473.110000","SCORO_2366","2366","Artworker","135","Kisqali EBCSS","694","0","","473.11","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.394Z"
"1.000000","","230.0000",,"[]","0.000000","","0","0","","","11","Print","PRI","2915","1","0","473.110000","SCORO_2366","2366","Artworker","135","Kisqali EBCSS","248","0","","473.11","1458","Paul Melbert Design","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.995Z"
"0.000000","DELIVERY SCOPE","0.0000",,"[]","0.000000","","0","0","","","0","","","4007","1","0","0.000000","","-1","","137","UCL Hospitality Village Pitch 2025","644","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:52.503Z"
"0.000000","EXPERIENCE DESIGN","0.0000",,"[]","0.000000","","0","0","","","0","","","4005","1","0","0.000000","","-1","","137","UCL Hospitality Village Pitch 2025","644","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:52.503Z"
"0.000000","EXPERIENCE PRODUCTION","0.0000",,"[]","0.000000","","0","0","","","0","","","4006","1","0","0.000000","","-1","","137","UCL Hospitality Village Pitch 2025","644","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:52.503Z"
"0.000000","PRESENTATION","0.0000",,"[]","0.000000","","0","0","","","0","","","4008","1","0","0.000000","","-1","","137","UCL Hospitality Village Pitch 2025","644","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:52.503Z"
"0.000000","EXPERIENCE CONCEPT","0.0000",,"[]","0.000000","","0","0","","","0","","","4004","1","0","0.000000","","-1","","137","UCL Hospitality Village Pitch 2025","644","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:52.503Z"
"0.000000","PITCH MANAGEMENT","0.0000",,"[]","0.000000","","0","0","","","0","","","4003","1","0","0.000000","","-1","","137","UCL Hospitality Village Pitch 2025","644","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:52.502Z"
"1.000000","Partner rate 2024. Does not include travel day","795.6900",,"[]","0.000000","","0","0","","","7","Client Services","CLI SER","4402","1","1","795.610000","SCORO_1912","1912","Senior Client Services Manager","138","Qatar UCL Festival Fan Zone Pitch","698","18","Senior Client Services Manager","795.61","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.398Z"
"1.000000","Partner rate 2024. Does not include travel day","741.9200",,"[]","0.000000","","0","0","","","5","Onsite Management","ONS MGT","4401","1","1","741.913000","SCORO_1923","1923","Project Lead","138","Qatar UCL Festival Fan Zone Pitch","698","23","Project Lead","741.91","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.397Z"
"1.000000","Taxis to and from site inc. late night transfers from London &gt; Chichester on return leg","0.0000",,"[]","0.000000","","0","0","","","56","General Expenses","GEN EX","4399","1","0","270.000000","SCORO_2338","2338","Site Travel Allowance","138","Qatar UCL Festival Fan Zone Pitch","698","0","","270.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.397Z"
"2.000000","","100.0000",,"[]","0.000000","","0","0","","","59","EU Expenses","EU EX","4400","1","0","50.000000","SCORO_2343","2343","Per Diems - EU","138","Qatar UCL Festival Fan Zone Pitch","698","0","","100.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.397Z"
"2.000000","","200.0000",,"[]","0.000000","","0","0","","","59","EU Expenses","EU EX","4397","1","0","100.000000","SCORO_2344","2344","Hotel Night - EU","138","Qatar UCL Festival Fan Zone Pitch","698","0","","200.00","947","EasyJet","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.397Z"
"2.000000","","300.0000",,"[]","0.000000","","0","0","","","102","Flights","FLI","4398","1","0","150.000000","SCORO_2570","2570","Flights","138","Qatar UCL Festival Fan Zone Pitch","698","0","","300.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:53.397Z"
"0.000000","PRESENTATION","0.0000",,"[]","0.000000","","0","0","","","0","","","9310","1","0","0.000000","","-1","","168","The Big Movement","1183","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:55.706Z"
"0.000000","DELIVERY SCOPE","0.0000",,"[]","0.000000","","0","0","","","0","","","9308","1","0","0.000000","","-1","","168","The Big Movement","1183","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:55.706Z"
"0.000000","CLIENT SERVICING","0.0000",,"[]","0.000000","","0","0","","","0","","","6707","1","0","0.000000","","-1","","168","The Big Movement","1013","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:54.795Z"
"0.000000","EXPERIENCE CONCEPT","0.0000",,"[]","0.000000","","0","0","","","0","","","9304","1","0","0.000000","","-1","","168","The Big Movement","1183","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:55.706Z"
"0.000000","PITCH MANAGEMENT","0.0000",,"[]","0.000000","","0","0","","","0","","","9303","1","0","0.000000","","-1","","168","The Big Movement","1183","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:55.706Z"
"0.000000","EXPERIENCE DESIGN","0.0000",,"[]","0.000000","","0","0","","","0","","","9305","1","0","0.000000","","-1","","168","The Big Movement","1183","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:55.706Z"
"0.000000","EXPERIENCE PRODUCTION","0.0000",,"[]","0.000000","","0","0","","","0","","","9306","1","0","0.000000","","-1","","168","The Big Movement","1183","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:55.706Z"
"2.000000","Stuart","977.4400",,"[]","0.000000","","0","0","","","7","Client Services","CLI SER","6709","1","1","1021.000000","SCORO_1912","1912","Senior Client Services Manager","168","The Big Movement","1013","18","Senior Client Services Manager","2042.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:54.795Z"
"5.000000","","2300.0000",,"[]","0.000000","","0","0","","","5","Onsite Management","ONS MGT","9309","1","1","746.320000","SCORO_1923","1923","Project Lead","168","The Big Movement","1183","23","Project Lead","3731.60","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:55.706Z"
"4.000000","Sales Manager (Fiona)","1725.1200",,"[]","0.000000","","0","0","","","7","Client Services","CLI SER","6711","1","1","663.000000","SCORO_2181","2181","Client Services Manager","168","The Big Movement","1013","19","Client Services Manager","2652.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:54.795Z"
"1.000000","Amy","431.2800",,"[]","0.000000","","0","0","","","7","Client Services","CLI SER","6710","1","1","663.000000","SCORO_2181","2181","Client Services Manager","168","The Big Movement","1013","19","Client Services Manager","663.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:54.795Z"
"4.000000","Martin","2300.1600",,"[]","0.000000","","0","0","","","22","Strategy","STRA","6708","1","1","1059.000000","SCORO_2260","2260","Strategy Lead","168","The Big Movement","1013","16","Strategy Lead","4236.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:54.795Z"
"1.000000","XTRL unit - 1 day hire. Internal fit out / AV / nice bit of astro in front of the trailer","7000.0000",,"[]","0.000000","","0","0","","","46","Third Party Services","3P SER","9307","1","0","10500.000000","SCORO_2310","2310","Third Party Hire","168","The Big Movement","1183","0","","10500.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:55.706Z"
"0.000000","CLIENT SERVICING","0.0000",,"[]","0.000000","","0","0","","","0","","","4391","1","0","0.000000","","-1","","170","Stage 1 Asia Setup","697","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:53.396Z"
"1.000000","Andrew Gilroy - Feb","1400.0000",,"[]","0.000000","","0","0","","","22","Strategy","STRA","4393","1","0","1400.000000","SCORO_2263","2263","Researcher","170","Stage 1 Asia Setup","697","0","","1400.00","2197","Andrew Gilroy","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.397Z"
"1.000000","Andrew Gilroy - Jan","1750.0000",,"[]","0.000000","","0","0","","","22","Strategy","STRA","4395","1","0","1750.000000","SCORO_2263","2263","Researcher","170","Stage 1 Asia Setup","697","0","","1750.00","2197","Andrew Gilroy","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.396Z"
"1.000000","Andrew Gilroy - Dec","1400.0000",,"[]","0.000000","","0","0","","","22","Strategy","STRA","4392","1","0","1400.000000","SCORO_2263","2263","Researcher","170","Stage 1 Asia Setup","697","0","","1400.00","2197","Andrew Gilroy","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.396Z"
"1.000000","Andrew Gilroy - March","1400.0000",,"[]","0.000000","","0","0","","","22","Strategy","STRA","4394","1","0","1400.000000","SCORO_2263","2263","Researcher","170","Stage 1 Asia Setup","697","0","","1400.00","2197","Andrew Gilroy","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.397Z"
"1.000000","Andrew Gilroy Expenses - Jan - XE Currency Convertor 03/02 16:47","163.5300",,"[]","0.000000","","0","0","","","56","General Expenses","GEN EX","4396","1","0","163.530000","SCORO_2339","2339","Onsite Expenses","170","Stage 1 Asia Setup","697","0","","163.53","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:53.396Z"
"0.000000","PROJECT MANAGEMENT","0.0000",,"[]","0.000000","","0","0","","","0","","","2617","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.695Z"
"0.000000","WAREHOUES &amp; HANDLING","0.0000",,"[]","0.000000","","0","0","","","0","","","2627","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.709Z"
"0.000000","BUILD AND DE-RIG CREW","0.0000",,"[]","0.000000","","0","0","","","0","","","2625","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.707Z"
"0.000000","FURNITURE","0.0000",,"[]","0.000000","","0","0","","","0","","","2622","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.701Z"
"0.000000","AUDIO VISUAL","0.0000",,"[]","0.000000","","0","0","","","0","","","2620","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.698Z"
"0.000000","CONSTRUCTION INFRASTRUCTURE","0.0000",,"[]","0.000000","","0","0","","","0","","","2619","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.696Z"
"0.000000","GRAPHICS","0.0000",,"[]","0.000000","","0","0","","","0","","","2623","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.701Z"
"0.000000","CLIENT SERVICING","0.0000",,"[]","0.000000","","0","0","","","0","","","2616","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.695Z"
"0.000000","CONTINGENCY","0.0000",,"[]","0.000000","","0","0","","","0","","","2632","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.722Z"
"0.000000","POST-EVENT RECONCILIATION","0.0000",,"[]","0.000000","","0","0","","","0","","","2618","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.695Z"
"0.000000","INSURANCE","0.0000",,"[]","0.000000","","0","0","","","0","","","2634","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.724Z"
"0.000000","DEVELOPED &amp; TECH DESIGN","0.0000",,"[]","0.000000","","0","0","","","0","","","2615","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.694Z"
"0.000000","VALUE SERVICES","0.0000",,"[]","0.000000","","0","0","","","0","","","2633","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.723Z"
"0.000000","HEALTH AND SAFETY","0.0000",,"[]","0.000000","","0","0","","","0","","","2630","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.719Z"
"0.000000","GENERAL","0.0000",,"[]","0.000000","","0","0","","","0","","","2631","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.721Z"
"0.000000","LOGISTICS","0.0000",,"[]","0.000000","","0","0","","","0","","","2626","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.708Z"
"0.000000","OPERATIONAL AND LIVE STAFF","0.0000",,"[]","0.000000","","0","0","","","0","","","2628","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.715Z"
"0.000000","SCENIC AND SET DRESSING","0.0000",,"[]","0.000000","","0","0","","","0","","","2621","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.699Z"
"0.000000","OPTIONAL REQUESTS","0.0000",,"[]","0.000000","","0","0","","","0","","","2635","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.725Z"
"0.000000","VENUE SERVICES","0.0000",,"[]","0.000000","","0","0","","","0","","","2624","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.706Z"
"0.000000","CONCEPT DESIGN","0.0000",,"[]","0.000000","","0","0","","","0","","","2614","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.610Z"
"0.000000","CREW AND STAFF EXPENSES","0.0000",,"[]","0.000000","","0","0","","","0","","","2629","1","0","0.000000","","-1","","171","Kesimpta MS Trust","236","0","","0.00","0","","","0.000","1","1","2025-04-17T12:07:50.716Z"
"0.000000","Allowance for bespoke build items to fit Airport Lounge Theme - TBC if required additional","0.0000",,"[]","0.000000","","0","0","","","86","Bespoke Feature","BE FEA","3828","1","0","2175.000000","SCORO_1798","1798","Bespoke Features","171","Kesimpta MS Trust","236","0","","0.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.698Z"
"1.000000","BeMatrix Framework - Capex
All framework owned unless items are needed outside of owned assets","0.0000",,"[]","0.000000","","0","0","","","86","Bespoke Feature","BE FEA","3826","1","0","0.000000","SCORO_1798","1798","Bespoke Features","171","Kesimpta MS Trust","236","0","","0.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.697Z"
"1.000000","Counter Top","200.0000",,"[]","0.000000","","0","0","","","86","Bespoke Feature","BE FEA","3827","1","0","290.000000","SCORO_1798","1798","Bespoke Features","171","Kesimpta MS Trust","236","0","","290.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.697Z"
"1.000000","Costs C/O Client 
5% Admin Fee to be added
Collaborate To Managed","0.0000",,"[]","0.000000","","0","0","","","41","Utility Services","UTI SER","3834","1","0","0.000000","SCORO_1833","1833","Power","171","Kesimpta MS Trust","236","0","","0.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.707Z"
"4.000000","2 x Crew
Assumes 1 Day Build &amp; 1 Day Break","1600.0000",,"[]","0.000000","","0","0","","","48","Build and Derig Crew","BUI DER","3836","1","0","580.000000","SCORO_1843","1843","Build & Derig Crew","171","Kesimpta MS Trust","236","0","","2320.00","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.708Z"
"2.000000","Assumes 1 day build and 1 day break","920.0000",,"[]","0.000000","","0","0","","","5","Onsite Management","ONS MGT","3835","1","1","697.840000","SCORO_1923","1923","Project Lead","171","Kesimpta MS Trust","236","23","Project Lead","1395.68","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.707Z"
"1.000000","","460.0000",,"[]","0.000000","","0","0","","","5","Onsite Management","ONS MGT","3821","1","1","697.840000","SCORO_1923","1923","Project Lead","171","Kesimpta MS Trust","236","23","Project Lead","697.84","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.695Z"
"3.000000","","1380.0000",,"[]","0.000000","","0","0","","","5","Onsite Management","ONS MGT","3820","1","1","697.840000","SCORO_1923","1923","Project Lead","171","Kesimpta MS Trust","236","23","Project Lead","2093.52","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.695Z"
"1.000000","65&quot; TV Screen - Capex","250.0000",,"[]","0.000000","","0","0","","","31","AV Services","AV SER","3829","1","0","0.000000","SCORO_2024","2024","Video","171","Kesimpta MS Trust","236","0","","0.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.699Z"
"1.000000","Additional Printing for frames
Frames 
Rug
Notice Board x 1
Fixtures and Fittings","400.0000",,"[]","0.000000","","0","0","","","44","Styling","STY","6312","1","0","500.000000","SCORO_2045","2045","Bespoke Build Elements","171","Kesimpta MS Trust","960","0","","500.00","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:54.694Z"
"1.000000","","157.0000",,"[]","0.000000","","0","0","","","61","Method and Risk","RISK","3844","1","0","227.650000","SCORO_2110","2110","RAMS","171","Kesimpta MS Trust","236","0","","227.65","0","","pcs","20.000","OUTPUT2","24","2025-04-17T12:07:50.720Z"
"2.000000","","862.5600",,"[]","0.000000","","0","0","","","7","Client Services","CLI SER","3819","1","1","729.300000","SCORO_2181","2181","Client Services Manager","171","Kesimpta MS Trust","236","19","Client Services Manager","1458.60","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.695Z"
"0.500000","","215.6400",,"[]","0.000000","","0","0","","","7","Client Services","CLI SER","3822","1","1","729.300000","SCORO_2181","2181","Client Services Manager","171","Kesimpta MS Trust","236","19","Client Services Manager","364.65","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.696Z"
"3.000000","","966.0000",,"[]","0.000000","","0","0","","","5","Onsite Management","ONS MGT","3840","1","1","473.110000","SCORO_2192","2192","Project Executive","171","Kesimpta MS Trust","236","24","Project Executive","1419.33","0","","day","20.000","OUTPUT2","24","2025-04-17T12:07:50.716Z"
