"id","name","quote_id","quotes_custom_id","type","value","_weld_synced"
"c_anticipatedgp","Anticipated GP (%)","1156","1156_c_anticipatedgp","number",,"2025-04-17T12:09:30.493Z"
"c_anticipatedgp","Anticipated GP (%)","239","239_c_anticipatedgp","number",,"2025-04-17T12:09:28.083Z"
"c_anticipatedgp","Anticipated GP (%)","1088","1088_c_anticipatedgp","number",,"2025-04-17T12:09:30.092Z"
"c_anticipatedgp","Anticipated GP (%)","175","175_c_anticipatedgp","number",,"2025-04-17T12:09:27.917Z"
"c_anticipatedgp","Anticipated GP (%)","250","250_c_anticipatedgp","number",,"2025-04-17T12:09:28.285Z"
"c_anticipatedgp","Anticipated GP (%)","1192","1192_c_anticipatedgp","number",,"2025-04-17T12:09:30.592Z"
"c_anticipatedgp","Anticipated GP (%)","237","237_c_anticipatedgp","number",,"2025-04-17T12:09:28.000Z"
"c_anticipatedgp","Anticipated GP (%)","1161","1161_c_anticipatedgp","number",,"2025-04-17T12:09:30.494Z"
"c_anticipatedgp","Anticipated GP (%)","665","665_c_anticipatedgp","number",,"2025-04-17T12:09:28.887Z"
"c_anticipatedgp","Anticipated GP (%)","955","955_c_anticipatedgp","number",,"2025-04-17T12:09:30.821Z"
"c_anticipatedgp","Anticipated GP (%)","259","259_c_anticipatedgp","number",,"2025-04-17T12:09:28.400Z"
"c_anticipatedgp","Anticipated GP (%)","972","972_c_anticipatedgp","number",,"2025-04-17T12:09:29.892Z"
"c_anticipatedgp","Anticipated GP (%)","659","659_c_anticipatedgp","number",,"2025-04-17T12:09:28.885Z"
"c_anticipatedgp","Anticipated GP (%)","641","641_c_anticipatedgp","number",,"2025-04-17T12:09:28.691Z"
"c_anticipatedgp","Anticipated GP (%)","1033","1033_c_anticipatedgp","number",,"2025-04-17T12:09:30.888Z"
"c_anticipatedgp","Anticipated GP (%)","227","227_c_anticipatedgp","number",,"2025-04-17T12:09:30.796Z"
"c_anticipatedgp","Anticipated GP (%)","1116","1116_c_anticipatedgp","number",,"2025-04-17T12:09:30.384Z"
"c_anticipatedgp","Anticipated GP (%)","935","935_c_anticipatedgp","number",,"2025-04-17T12:09:29.791Z"
"c_anticipatedgp","Anticipated GP (%)","623","623_c_anticipatedgp","number",,"2025-04-17T12:09:28.601Z"
"c_anticipatedgp","Anticipated GP (%)","1002","1002_c_anticipatedgp","number",,"2025-04-17T12:09:29.896Z"
"c_anticipatedgp","Anticipated GP (%)","1207","1207_c_anticipatedgp","number",,"2025-04-17T12:09:30.696Z"
"c_anticipatedgp","Anticipated GP (%)","782","782_c_anticipatedgp","number",,"2025-04-17T12:09:30.785Z"
"c_anticipatedgp","Anticipated GP (%)","899","899_c_anticipatedgp","number",,"2025-04-17T12:09:30.813Z"
"c_anticipatedgp","Anticipated GP (%)","267","267_c_anticipatedgp","number",,"2025-04-17T12:09:30.797Z"
"c_anticipatedgp","Anticipated GP (%)","253","253_c_anticipatedgp","number",,"2025-04-17T12:09:28.292Z"
"c_anticipatedgp","Anticipated GP (%)","903","903_c_anticipatedgp","number",,"2025-04-17T12:09:29.586Z"
"c_anticipatedgp","Anticipated GP (%)","1137","1137_c_anticipatedgp","number",,"2025-04-17T12:09:30.485Z"
"c_anticipatedgp","Anticipated GP (%)","696","696_c_anticipatedgp","number",,"2025-04-17T12:09:29.099Z"
"c_anticipatedgp","Anticipated GP (%)","1005","1005_c_anticipatedgp","number",,"2025-04-17T12:09:29.983Z"
"c_anticipatedgp","Anticipated GP (%)","1130","1130_c_anticipatedgp","number",,"2025-04-17T12:09:30.401Z"
"c_anticipatedgp","Anticipated GP (%)","824","824_c_anticipatedgp","number",,"2025-04-17T12:09:29.487Z"
"c_anticipatedgp","Anticipated GP (%)","1079","1079_c_anticipatedgp","number",,"2025-04-17T12:09:30.088Z"
"c_anticipatedgp","Anticipated GP (%)","1111","1111_c_anticipatedgp","number",,"2025-04-17T12:09:30.199Z"
"c_anticipatedgp","Anticipated GP (%)","245","245_c_anticipatedgp","number",,"2025-04-17T12:09:28.188Z"
"c_anticipatedgp","Anticipated GP (%)","786","786_c_anticipatedgp","number",,"2025-04-17T12:09:30.786Z"
"c_anticipatedgp","Anticipated GP (%)","1098","1098_c_anticipatedgp","number",,"2025-04-17T12:09:30.187Z"
"c_anticipatedgp","Anticipated GP (%)","1082","1082_c_anticipatedgp","number",,"2025-04-17T12:09:30.891Z"
"c_anticipatedgp","Anticipated GP (%)","698","698_c_anticipatedgp","number",,"2025-04-17T12:09:29.185Z"
"c_anticipatedgp","Anticipated GP (%)","172","172_c_anticipatedgp","number",,"2025-04-17T12:09:27.916Z"
"c_anticipatedgp","Anticipated GP (%)","1085","1085_c_anticipatedgp","number",,"2025-04-17T12:09:30.089Z"
"c_anticipatedgp","Anticipated GP (%)","1040","1040_c_anticipatedgp","number",,"2025-04-17T12:09:29.992Z"
"c_anticipatedgp","Anticipated GP (%)","654","654_c_anticipatedgp","number",,"2025-04-17T12:09:28.789Z"
"c_anticipatedgp","Anticipated GP (%)","1061","1061_c_anticipatedgp","number",,"2025-04-17T12:09:30.085Z"
"c_anticipatedgp","Anticipated GP (%)","644","644_c_anticipatedgp","number",,"2025-04-17T12:09:28.785Z"
"c_anticipatedgp","Anticipated GP (%)","1004","1004_c_anticipatedgp","number",,"2025-04-17T12:09:30.887Z"
"c_anticipatedgp","Anticipated GP (%)","656","656_c_anticipatedgp","number",,"2025-04-17T12:09:28.797Z"
"c_anticipatedgp","Anticipated GP (%)","624","624_c_anticipatedgp","number",,"2025-04-17T12:09:28.684Z"
"c_anticipatedgp","Anticipated GP (%)","941","941_c_anticipatedgp","number",,"2025-04-17T12:09:29.795Z"
"c_anticipatedgp","Anticipated GP (%)","1081","1081_c_anticipatedgp","number",,"2025-04-17T12:09:30.889Z"
"c_anticipatedgp","Anticipated GP (%)","737","737_c_anticipatedgp","number",,"2025-04-17T12:09:29.302Z"
"c_anticipatedgp","Anticipated GP (%)","943","943_c_anticipatedgp","number",,"2025-04-17T12:09:29.883Z"
"c_anticipatedgp","Anticipated GP (%)","1091","1091_c_anticipatedgp","number",,"2025-04-17T12:09:30.096Z"
"c_anticipatedgp","Anticipated GP (%)","246","246_c_anticipatedgp","number",,"2025-04-17T12:09:28.194Z"
"c_anticipatedgp","Anticipated GP (%)","243","243_c_anticipatedgp","number",,"2025-04-17T12:09:28.085Z"
"c_anticipatedgp","Anticipated GP (%)","1173","1173_c_anticipatedgp","number",,"2025-04-17T12:09:30.506Z"
"c_anticipatedgp","Anticipated GP (%)","684","684_c_anticipatedgp","number",,"2025-04-17T12:09:30.798Z"
"c_anticipatedgp","Anticipated GP (%)","1197","1197_c_anticipatedgp","number",,"2025-04-17T12:09:30.599Z"
"c_anticipatedgp","Anticipated GP (%)","1198","1198_c_anticipatedgp","number",,"2025-04-17T12:09:30.601Z"
"c_anticipatedgp","Anticipated GP (%)","1122","1122_c_anticipatedgp","number",,"2025-04-17T12:09:30.388Z"
"c_anticipatedgp","Anticipated GP (%)","1181","1181_c_anticipatedgp","number",,"2025-04-17T12:09:30.584Z"
"c_anticipatedgp","Anticipated GP (%)","1031","1031_c_anticipatedgp","number",,"2025-04-17T12:09:29.990Z"
"c_anticipatedgp","Anticipated GP (%)","791","791_c_anticipatedgp","number",,"2025-04-17T12:09:30.805Z"
"c_anticipatedgp","Anticipated GP (%)","709","709_c_anticipatedgp","number",,"2025-04-17T12:09:29.292Z"
"c_anticipatedgp","Anticipated GP (%)","625","625_c_anticipatedgp","number",,"2025-04-17T12:09:28.685Z"
"c_anticipatedgp","Anticipated GP (%)","688","688_c_anticipatedgp","number",,"2025-04-17T12:09:29.086Z"
"c_anticipatedgp","Anticipated GP (%)","113","113_c_anticipatedgp","number",,"2025-04-17T12:09:30.796Z"
"c_anticipatedgp","Anticipated GP (%)","689","689_c_anticipatedgp","number",,"2025-04-17T12:09:29.088Z"
"c_anticipatedgp","Anticipated GP (%)","258","258_c_anticipatedgp","number",,"2025-04-17T12:09:28.398Z"
"c_anticipatedgp","Anticipated GP (%)","256","256_c_anticipatedgp","number",,"2025-04-17T12:09:28.385Z"
"c_anticipatedgp","Anticipated GP (%)","248","248_c_anticipatedgp","number",,"2025-04-17T12:09:28.196Z"
"c_anticipatedgp","Anticipated GP (%)","264","264_c_anticipatedgp","number",,"2025-04-17T12:09:30.796Z"
"c_anticipatedgp","Anticipated GP (%)","109","109_c_anticipatedgp","number",,"2025-04-17T12:09:27.914Z"
"c_anticipatedgp","Anticipated GP (%)","1178","1178_c_anticipatedgp","number",,"2025-04-17T12:09:30.510Z"
"c_anticipatedgp","Anticipated GP (%)","669","669_c_anticipatedgp","number",,"2025-04-17T12:09:28.989Z"
"c_anticipatedgp","Anticipated GP (%)","234","234_c_anticipatedgp","number",,"2025-04-17T12:09:27.996Z"
"c_anticipatedgp","Anticipated GP (%)","897","897_c_anticipatedgp","number",,"2025-04-17T12:09:30.812Z"
"c_anticipatedgp","Anticipated GP (%)","735","735_c_anticipatedgp","number",,"2025-04-17T12:09:29.299Z"
"c_anticipatedgp","Anticipated GP (%)","697","697_c_anticipatedgp","number",,"2025-04-17T12:09:29.183Z"
"c_anticipatedgp","Anticipated GP (%)","1087","1087_c_anticipatedgp","number",,"2025-04-17T12:09:30.091Z"
"c_anticipatedgp","Anticipated GP (%)","761","761_c_anticipatedgp","number",,"2025-04-17T12:09:29.396Z"
"c_anticipatedgp","Anticipated GP (%)","1044","1044_c_anticipatedgp","number",,"2025-04-17T12:09:29.995Z"
"c_anticipatedgp","Anticipated GP (%)","732","732_c_anticipatedgp","number",,"2025-04-17T12:09:29.296Z"
"c_anticipatedgp","Anticipated GP (%)","734","734_c_anticipatedgp","number",,"2025-04-17T12:09:29.298Z"
"c_anticipatedgp","Anticipated GP (%)","1168","1168_c_anticipatedgp","number",,"2025-04-17T12:09:30.505Z"
"c_anticipatedgp","Anticipated GP (%)","255","255_c_anticipatedgp","number",,"2025-04-17T12:09:28.297Z"
"c_anticipatedgp","Anticipated GP (%)","1191","1191_c_anticipatedgp","number",,"2025-04-17T12:09:30.591Z"
"c_anticipatedgp","Anticipated GP (%)","645","645_c_anticipatedgp","number",,"2025-04-17T12:09:28.786Z"
"c_anticipatedgp","Anticipated GP (%)","975","975_c_anticipatedgp","number",,"2025-04-17T12:09:29.895Z"
"c_anticipatedgp","Anticipated GP (%)","736","736_c_anticipatedgp","number",,"2025-04-17T12:09:29.300Z"
"c_anticipatedgp","Anticipated GP (%)","103","103_c_anticipatedgp","number",,"2025-04-17T12:09:27.913Z"
"c_anticipatedgp","Anticipated GP (%)","1076","1076_c_anticipatedgp","number",,"2025-04-17T12:09:30.088Z"
"c_anticipatedgp","Anticipated GP (%)","1090","1090_c_anticipatedgp","number",,"2025-04-17T12:09:30.892Z"
"c_anticipatedgp","Anticipated GP (%)","225","225_c_anticipatedgp","number",,"2025-04-17T12:09:27.921Z"
"c_anticipatedgp","Anticipated GP (%)","954","954_c_anticipatedgp","number",,"2025-04-17T12:09:30.820Z"
"c_anticipatedgp","Anticipated GP (%)","958","958_c_anticipatedgp","number",,"2025-04-17T12:09:29.884Z"
"c_anticipatedgp","Anticipated GP (%)","715","715_c_anticipatedgp","number",,"2025-04-17T12:09:29.295Z"
"c_anticipatedgp","Anticipated GP (%)","620","620_c_anticipatedgp","number",,"2025-04-17T12:09:28.599Z"
"c_anticipatedgp","Anticipated GP (%)","1041","1041_c_anticipatedgp","number",,"2025-04-17T12:09:29.993Z"
"c_anticipatedgp","Anticipated GP (%)","251","251_c_anticipatedgp","number",,"2025-04-17T12:09:28.287Z"
"c_anticipatedgp","Anticipated GP (%)","1196","1196_c_anticipatedgp","number",,"2025-04-17T12:09:30.597Z"
"c_anticipatedgp","Anticipated GP (%)","1142","1142_c_anticipatedgp","number",,"2025-04-17T12:09:30.488Z"
"c_anticipatedgp","Anticipated GP (%)","1177","1177_c_anticipatedgp","number",,"2025-04-17T12:09:30.508Z"
"c_anticipatedgp","Anticipated GP (%)","745","745_c_anticipatedgp","number",,"2025-04-17T12:09:29.387Z"
"c_anticipatedgp","Anticipated GP (%)","228","228_c_anticipatedgp","number",,"2025-04-17T12:09:27.986Z"
"c_anticipatedgp","Anticipated GP (%)","178","178_c_anticipatedgp","number",,"2025-04-17T12:09:27.918Z"
"c_anticipatedgp","Anticipated GP (%)","1089","1089_c_anticipatedgp","number",,"2025-04-17T12:09:30.094Z"
"c_anticipatedgp","Anticipated GP (%)","904","904_c_anticipatedgp","number",,"2025-04-17T12:09:29.587Z"
"c_campaigncode","Campaign Ref","1089","1089_c_campaigncode","text",,"2025-04-17T12:09:30.093Z"
"c_campaigncode","Campaign Ref","1131","1131_c_campaigncode","text",,"2025-04-17T12:09:30.483Z"
"c_campaigncode","Campaign Ref","1207","1207_c_campaigncode","text",,"2025-04-17T12:09:30.695Z"
"c_campaigncode","Campaign Ref","656","656_c_campaigncode","text",,"2025-04-17T12:09:28.796Z"
"c_campaigncode","Campaign Ref","1013","1013_c_campaigncode","text",,"2025-04-17T12:09:29.986Z"
"c_campaigncode","Campaign Ref","1093","1093_c_campaigncode","text",,"2025-04-17T12:09:30.099Z"
"c_campaigncode","Campaign Ref","1177","1177_c_campaigncode","text",,"2025-04-17T12:09:30.507Z"
"c_campaigncode","Campaign Ref","1120","1120_c_campaigncode","text",,"2025-04-17T12:09:30.386Z"
"c_campaigncode","Campaign Ref","1161","1161_c_campaigncode","text",,"2025-04-17T12:09:30.494Z"
"c_campaigncode","Campaign Ref","935","935_c_campaigncode","text",,"2025-04-17T12:09:29.788Z"
"c_campaigncode","Campaign Ref","1107","1107_c_campaigncode","text",,"2025-04-17T12:09:30.193Z"
"c_campaigncode","Campaign Ref","1165","1165_c_campaigncode","text",,"2025-04-17T12:09:30.498Z"
"c_campaigncode","Campaign Ref","659","659_c_campaigncode","text",,"2025-04-17T12:09:28.885Z"
"c_campaigncode","Campaign Ref","1082","1082_c_campaigncode","text",,"2025-04-17T12:09:30.890Z"
"c_campaigncode","Campaign Ref","1109","1109_c_campaigncode","text",,"2025-04-17T12:09:30.196Z"
"c_campaigncode","Campaign Ref","835","835_c_campaigncode","text",,"2025-04-17T12:09:29.496Z"
"c_campaigncode","Campaign Ref","1156","1156_c_campaigncode","text",,"2025-04-17T12:09:30.492Z"
"c_campaigncode","Campaign Ref","684","684_c_campaigncode","text",,"2025-04-17T12:09:30.798Z"
"c_campaigncode","Campaign Ref","824","824_c_campaigncode","text",,"2025-04-17T12:09:29.486Z"
"c_campaigncode","Campaign Ref","1121","1121_c_campaigncode","text",,"2025-04-17T12:09:30.387Z"
"c_campaigncode","Campaign Ref","1167","1167_c_campaigncode","text",,"2025-04-17T12:09:30.500Z"
"c_campaigncode","Campaign Ref","1061","1061_c_campaigncode","text",,"2025-04-17T12:09:30.084Z"
"c_campaigncode","Campaign Ref","815","815_c_campaigncode","text",,"2025-04-17T12:09:30.806Z"
"c_campaigncode","Campaign Ref","841","841_c_campaigncode","text",,"2025-04-17T12:09:29.500Z"
"c_campaigncode","Campaign Ref","1197","1197_c_campaigncode","text",,"2025-04-17T12:09:30.598Z"
"c_campaigncode","Campaign Ref","1090","1090_c_campaigncode","text",,"2025-04-17T12:09:30.891Z"
"c_campaigncode","Campaign Ref","1153","1153_c_campaigncode","text",,"2025-04-17T12:09:30.491Z"
"c_campaigncode","Campaign Ref","267","267_c_campaigncode","text",,"2025-04-17T12:09:30.797Z"
"c_campaigncode","Campaign Ref","621","621_c_campaigncode","text",,"2025-04-17T12:09:28.600Z"
"c_campaigncode","Campaign Ref","941","941_c_campaigncode","text",,"2025-04-17T12:09:29.792Z"
"c_campaigncode","Campaign Ref","830","830_c_campaigncode","text",,"2025-04-17T12:09:29.490Z"
"c_campaigncode","Campaign Ref","839","839_c_campaigncode","text",,"2025-04-17T12:09:29.499Z"
"c_campaigncode","Campaign Ref","1180","1180_c_campaigncode","text",,"2025-04-17T12:09:30.511Z"
"c_campaigncode","Campaign Ref","906","906_c_campaigncode","text",,"2025-04-17T12:09:30.788Z"
"c_campaigncode","Campaign Ref","1170","1170_c_campaigncode","text",,"2025-04-17T12:09:30.506Z"
"c_campaigncode","Campaign Ref","1145","1145_c_campaigncode","text",,"2025-04-17T12:09:30.789Z"
"c_campaigncode","Campaign Ref","1042","1042_c_campaigncode","text",,"2025-04-17T12:09:29.993Z"
"c_campaigncode","Campaign Ref","1206","1206_c_campaigncode","text",,"2025-04-17T12:09:30.691Z"
"c_campaigncode","Campaign Ref","957","957_c_campaigncode","text",,"2025-04-17T12:09:30.884Z"
"c_campaigncode","Campaign Ref","1031","1031_c_campaigncode","text",,"2025-04-17T12:09:29.989Z"
"c_campaigncode","Campaign Ref","1196","1196_c_campaigncode","text",,"2025-04-17T12:09:30.597Z"
"c_campaigncode","Campaign Ref","1160","1160_c_campaigncode","text",,"2025-04-17T12:09:30.493Z"
"c_campaigncode","Campaign Ref","1067","1067_c_campaigncode","text",,"2025-04-17T12:09:30.086Z"
"c_campaigncode","Campaign Ref","904","904_c_campaigncode","text",,"2025-04-17T12:09:29.587Z"
"c_campaigncode","Campaign Ref","690","690_c_campaigncode","text",,"2025-04-17T12:09:30.801Z"
"c_campaigncode","Campaign Ref","1212","1212_c_campaigncode","text",,"2025-04-17T12:09:30.700Z"
"c_campaigncode","Campaign Ref","843","843_c_campaigncode","text",,"2025-04-17T12:09:29.502Z"
"c_campaigncode","Campaign Ref","1204","1204_c_campaigncode","text",,"2025-04-17T12:09:30.793Z"
"c_campaigncode","Campaign Ref","1164","1164_c_campaigncode","text",,"2025-04-17T12:09:30.496Z"
"c_campaigncode","Campaign Ref","1064","1064_c_campaigncode","text",,"2025-04-17T12:09:30.085Z"
"c_campaigncode","Campaign Ref","901","901_c_campaigncode","text",,"2025-04-17T12:09:29.583Z"
"c_campaigncode","Campaign Ref","1059","1059_c_campaigncode","text",,"2025-04-17T12:09:30.083Z"
"c_campaigncode","Campaign Ref","689","689_c_campaigncode","text",,"2025-04-17T12:09:29.087Z"
"c_campaigncode","Campaign Ref","175","175_c_campaigncode","text",,"2025-04-17T12:09:27.917Z"
"c_campaigncode","Campaign Ref","782","782_c_campaigncode","text",,"2025-04-17T12:09:30.784Z"
"c_campaigncode","Campaign Ref","1092","1092_c_campaigncode","text",,"2025-04-17T12:09:30.097Z"
"c_campaigncode","Campaign Ref","1084","1084_c_campaigncode","text",,"2025-04-17T12:09:30.891Z"
"c_campaigncode","Campaign Ref","1102","1102_c_campaigncode","text",,"2025-04-17T12:09:30.190Z"
"c_campaigncode","Campaign Ref","822","822_c_campaigncode","text",,"2025-04-17T12:09:29.485Z"
"c_campaigncode","Campaign Ref","1076","1076_c_campaigncode","text",,"2025-04-17T12:09:30.087Z"
"c_campaigncode","Campaign Ref","1178","1178_c_campaigncode","text",,"2025-04-17T12:09:30.508Z"
"c_campaigncode","Campaign Ref","1005","1005_c_campaigncode","text",,"2025-04-17T12:09:29.897Z"
"c_campaigncode","Campaign Ref","1189","1189_c_campaigncode","text",,"2025-04-17T12:09:30.589Z"
"c_campaigncode","Campaign Ref","1209","1209_c_campaigncode","text",,"2025-04-17T12:09:30.696Z"
"c_campaigncode","Campaign Ref","1040","1040_c_campaigncode","text",,"2025-04-17T12:09:29.990Z"
"c_campaigncode","Campaign Ref","658","658_c_campaigncode","text",,"2025-04-17T12:09:28.884Z"
"c_campaigncode","Campaign Ref","958","958_c_campaigncode","text",,"2025-04-17T12:09:29.884Z"
"c_campaigncode","Campaign Ref","178","178_c_campaigncode","text",,"2025-04-17T12:09:27.917Z"
"c_campaigncode","Campaign Ref","1103","1103_c_campaigncode","text",,"2025-04-17T12:09:30.191Z"
"c_campaigncode","Campaign Ref","971","971_c_campaigncode","text",,"2025-04-17T12:09:29.888Z"
"c_campaigncode","Campaign Ref","616","616_c_campaigncode","text",,"2025-04-17T12:09:30.797Z"
"c_campaigncode","Campaign Ref","103","103_c_campaigncode","text",,"2025-04-17T12:09:27.912Z"
"c_campaigncode","Campaign Ref","974","974_c_campaigncode","text",,"2025-04-17T12:09:29.893Z"
"c_campaigncode","Campaign Ref","685","685_c_campaigncode","text",,"2025-04-17T12:09:30.799Z"
